prev_indices,next_indices,syllables,rhyme_id
4962 1806 1868 2420 4962 1862 1868 2720 3260 2491 3349 4962 4861 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5577 4422 1425 213 4187 5577 2042 426 5405 298 4520 2956 582 4166 279 90 906 89 0 0 0 0 0 0 0 0 0 0 0 0,14,221
5577 4422 1425 213 4187 5577 2042 426 5405 298 4520 2956 582 4166 279 90 906 89 0 0 0 0 0 0 0 0 0 0 0 0,2376 2635 1814 3352 3330 4965 4338 2393 2375 1120 2186 3352 4040 3297 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,21,657
2376 2635 1814 3352 3330 4965 4338 2393 2375 1120 2186 3352 4040 3297 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2488 2378 2187 1416 737 1408 3764 4962 2802 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,14,132
2488 2378 2187 1416 737 1408 3764 4962 2802 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2598 5374 3186 3529 5064 2097 2784 2931 90 5065 5064 4040 3297 1958 4537 3110 89 0 0 0 0 0 0 0 0 0 0 0 0 0,11,1089
2598 5374 3186 3529 5064 2097 2784 2931 90 5065 5064 4040 3297 1958 4537 3110 89 0 0 0 0 0 0 0 0 0 0 0 0 0,4187 2498 5511 2994 2877 3297 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18,697
2375 2036 4962 4337 5606 1120 2806 5511 90 2808 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1878 90 2808 2375 1120 2806 3349 4962 4727 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,11,1094
1878 90 2808 2375 1120 2806 3349 4962 4727 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1238 297 3260 2377 1460 90 2848 3349 4962 1750 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,10,352
1238 297 3260 2377 1460 90 2848 3349 4962 1750 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5370 2420 4962 5531 3394 2420 4962 1011 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,11,633
5370 2420 4962 5531 3394 2420 4962 1011 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2375 2036 4962 4337 5606 1120 3611 1814 5614 2943 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,711
2375 2036 4962 4337 5606 1120 3611 1814 5614 2943 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2375 2036 4962 4337 5606 1120 3611 1814 4962 2268 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,11,341
2375 2036 4962 4337 5606 1120 3611 1814 4962 2268 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2375 2036 4962 4337 5606 1120 4266 5064 4962 5124 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,10,273
2375 2036 4962 4337 5606 1120 4266 5064 4962 5124 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2420 1272 5511 4962 2602 213 4962 1025 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,11,1095
2420 1272 5511 4962 2602 213 4962 1025 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2375 2673 4537 3870 4960 2379 4187 4998 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,10,1096
2375 2673 4537 3870 4960 2379 4187 4998 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2375 2673 4537 3870 5473 3427 737 663 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,7,521
2375 2673 4537 3870 5473 3427 737 663 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2874 3110 737 5606 3614 5614 4561 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,423
2874 3110 737 5606 3614 5614 4561 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5606 3614 5616 5606 3614 4962 4078 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,172
5606 3614 5616 5606 3614 4962 4078 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2375 2036 4537 3258 5473 1425 4962 4740 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,172
2375 2036 4537 3258 5473 1425 4962 4740 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4537 3330 3186 3258 436 1425 4962 4060 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,7,7
4537 3330 3186 3258 436 1425 4962 4060 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2871 90 3256 4957 5383 1425 5511 2994 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,7,403
2871 90 3256 4957 5383 1425 5511 2994 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5606 2673 5443 4975 4187 2498 3858 2498 3683 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,7,5
5606 2673 5443 4975 4187 2498 3858 2498 3683 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4975 2036 4962 4337 4975 1120 3789 3394 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,721
4975 2036 4962 4337 4975 1120 3789 3394 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2375 2673 2498 1120 552 3394 90 349 5588 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,188
2375 2673 2498 1120 552 3394 90 349 5588 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4975 2036 4962 1206 2501 4962 5300 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,144
4975 2036 4962 1206 2501 4962 5300 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1646 5606 2673 5454 2501 297 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,7,448
1646 5606 2673 5454 2501 297 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4975 3814 4962 3110 4962 1145 2420 90 4138 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,6,291
4975 3814 4962 3110 4962 1145 2420 90 4138 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4975 2036 4962 338 4975 2036 4962 302 4975 2036 4962 2958 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,10,170
4975 2036 4962 338 4975 2036 4962 302 4975 2036 4962 2958 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2375 2036 90 3899 3899 3899 356 507 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,14,446
2375 2036 90 3899 3899 3899 356 507 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2375 2598 5073 2228 5064 1030 5064 4962 349 3338 2947 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,95
2375 2598 5073 2228 5064 1030 5064 4962 349 3338 2947 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4975 2036 4962 3529 2420 3334 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,11,101
4975 2036 4962 3529 2420 3334 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4962 1147 4957 2133 5272 2420 855 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,1097
4962 1147 4957 2133 5272 2420 855 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4975 2916 4962 2732 4975 2019 2169 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,433
4975 2916 4962 2732 4975 2019 2169 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1233 4975 1589 4663 90 1907 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,7,788
1233 4975 1589 4663 90 1907 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2339 5606 2026 5490 297 90 2865 1903 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,459
2339 5606 2026 5490 297 90 2865 1903 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2931 90 863 2947 3258 4187 4962 4159 4983 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,6,430
2931 90 863 2947 3258 4187 4962 4159 4983 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1592 1248 1048 2420 4962 4800 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,369
1592 1248 1048 2420 4962 4800 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3374 4962 984 3854 737 5526 2804 90 1745 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,10,167
3374 4962 984 3854 737 5526 2804 90 1745 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1551 4962 1234 3258 436 1552 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,10,1098
1551 4962 1234 3258 436 1552 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,436 2427 3297 3186 3258 2036 727 5305 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,1099
436 2427 3297 3186 3258 2036 727 5305 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5511 3186 85 2378 2810 4925 324 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,11,1100
5511 3186 85 2378 2810 4925 324 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4502 90 1745 2375 1120 1551 324 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5,1101
4502 90 1745 2375 1120 1551 324 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3869 4405 3269 2638 3256 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,7,1101
3869 4405 3269 2638 3256 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5606 90 1108 5606 90 3256 2638 5517 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,7,479
5606 90 1108 5606 90 3256 2638 5517 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4538 5073 2994 5452 2375 5383 4480 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,1102
4538 5073 2994 5452 2375 5383 4480 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4957 4962 3728 1034 4040 438 4962 1659 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,83
4957 4962 3728 1034 4040 438 4962 1659 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2013 4546 1344 1814 5272 178 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,10,83
2013 4546 1344 1814 5272 178 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4520 1814 3064 2378 4124 5018 90 5365 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,6,83
4520 1814 3064 2378 4124 5018 90 5365 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2871 4962 411 2501 4704 90 5377 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,83
2871 4962 411 2501 4704 90 5377 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2379 4682 4962 830 4967 716 4962 1674 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,347
2379 4682 4962 830 4967 716 4962 1674 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5405 1120 5129 737 4962 2579 2852 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,241
5405 1120 5129 737 4962 2579 2852 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2375 3703 5405 1958 90 2815 3175 3349 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,464
2375 3703 5405 1958 90 2815 3175 3349 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1460 90 5085 3349 5614 1097 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,10,253
1460 90 5085 3349 5614 1097 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2339 5405 1699 4360 1057 5606 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,1103
2339 5405 1699 4360 1057 5606 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5405 436 4583 737 158 3241 436 2203 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,6,111
5405 436 4583 737 158 3241 436 2203 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4520 3297 5405 4224 297 5606 5534 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,7,661
4520 3297 5405 4224 297 5606 5534 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1595 90 3256 2752 2037 716 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5,1104
1595 90 3256 2752 2037 716 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3186 2815 3256 2420 90 2206 2375 5383 2362 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,272
3186 2815 3256 2420 90 2206 2375 5383 2362 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1878 90 3865 213 1878 90 5309 2375 1120 565 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,7,1105
1878 90 3865 213 1878 90 5309 2375 1120 565 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5175 4253 2339 2956 5271 2375 1120 1505 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,10,677
5175 4253 2339 2956 5271 2375 1120 1505 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,258 5606 1566 3374 258 5606 1058 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,7,272
258 5606 1566 3374 258 5606 1058 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2376 413 141 2376 413 2420 934 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,10,604
2376 413 141 2376 413 2420 934 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2376 4187 90 3695 2375 3693 2375 4187 2375 4187 5636 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,561
2376 4187 90 3695 2375 3693 2375 4187 2375 4187 5636 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4975 3611 2810 2011 3269 3612 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,10,1106
4975 3611 2810 2011 3269 3612 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5405 4867 3391 869 5405 4867 3391 3598 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5,1107
5405 4867 3391 869 5405 4867 3391 3598 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2500 4867 3391 2208 2500 4867 3391 1653 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,10,89
2500 4867 3391 2208 2500 4867 3391 1653 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,737 5405 3225 90 2930 5064 2931 4337 4297 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,1108
737 5405 3225 90 2930 5064 2931 4337 4297 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2379 1958 2994 90 3822 2379 1958 2420 90 796 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12,402
2379 1958 2994 90 3822 2379 1958 2420 90 796 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,213 2379 1958 3349 90 762 213 2005 4671 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,233
213 2379 1958 3349 90 762 213 2005 4671 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,213 2378 3567 4962 4890 4967 2378 3567 4965 3331 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,7,1109
213 2378 3567 4962 4890 4967 2378 3567 4965 3331 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,474 413 479 2393 5606 4187 3186 3196 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,13,148
474 413 479 2393 5606 4187 3186 3196 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3375 200 4798 213 1249 4185 3044 4181 90 3256 2798 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,430
3375 200 4798 213 1249 4185 3044 4181 90 3256 2798 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2498 158 3241 5081 656 5064 661 1248 90 3256 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,16,183
2498 158 3241 5081 656 5064 661 1248 90 3256 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3260 5048 5297 213 4976 4451 90 3256 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,479
3260 5048 5297 213 4976 4451 90 3256 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4459 2810 2713 213 5606 775 4867 4975 4459 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,7,479
4459 2810 2713 213 5606 775 4867 4975 4459 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2378 90 786 4735 2420 4962 3417 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,10,361
2378 90 786 4735 2420 4962 3417 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2855 1814 2559 2190 4678 2420 4962 349 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,170
2855 1814 2559 2190 4678 2420 4962 349 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1149 4962 5462 5464 4962 1145 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,6,170
1149 4962 5462 5464 4962 1145 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2598 2810 4965 1147 2133 1341 5064 4962 518 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4,170
2598 2810 4965 1147 2133 1341 5064 4962 518 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2598 2393 4975 5004 2375 5383 1748 304 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,10,448
2598 2393 4975 5004 2375 5383 1748 304 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,90 420 336 2375 244 2810 4962 2684 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,11,1110
90 420 336 2375 244 2810 4962 2684 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4975 2435 2420 1688 5452 2378 3871 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,7,1111
4975 2435 2420 1688 5452 2378 3871 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,737 2375 158 3871 4998 2491 4603 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,1112
737 2375 158 3871 4998 2491 4603 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4317 90 4901 3374 5209 1206 2498 213 3073 2162 2347 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,834
4317 90 4901 3374 5209 1206 2498 213 3073 2162 2347 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3074 3074 5479 4962 1878 2491 5606 2727 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,13,20
3074 3074 5479 4962 1878 2491 5606 2727 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,413 90 1267 2783 2994 5345 8 2378 3285 2420 1688 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,11,625
413 90 1267 2783 2994 5345 8 2378 3285 2420 1688 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2379 2594 2420 4962 122 3361 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,13,297
2379 2594 2420 4962 122 3361 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3338 4337 2501 1962 5428 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,6,111
3338 4337 2501 1962 5428 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3193 4337 2491 5428 5454 4962 2220 2491 2212 3349 4998 2225 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,6,466
3193 4337 2491 5428 5454 4962 2220 2491 2212 3349 4998 2225 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2393 4965 508 4147 2498 2379 1551 2498 2230 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,15,1113
2393 4965 508 4147 2498 2379 1551 2498 2230 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2393 5405 1030 5070 5405 1120 4270 90 3024 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,298
2393 5405 1030 5070 5405 1120 4270 90 3024 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,737 2375 2673 4975 3241 2028 2776 210 1503 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12,110
737 2375 2673 4975 3241 2028 2776 210 1503 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4520 2375 2036 90 3032 3352 1390 5606 474 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,11,298
4520 2375 2036 90 3032 3352 1390 5606 474 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1390 5606 3352 474 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,11,635
1390 5606 3352 474 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,471 5606 5526 1390 2498 2784 471 2375 5487 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5,635
471 5606 5526 1390 2498 2784 471 2375 5487 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1017 3186 4714 2266 1017 3186 1930 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,147
1017 3186 4714 2266 1017 3186 1930 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3774 3186 4755 3985 3186 4327 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,1114
3774 3186 4755 3985 3186 4327 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5257 2378 2852 2027 737 5460 2378 2230 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,1115
5257 2378 2852 2027 737 5460 2378 2230 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2375 775 4502 3186 1746 4976 1 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,298
2853 5606 5073 2994 3241 2783 4998 1958 90 2272 3330 2994 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5606 2179 5064 4253 2994 2360 5606 5372 2360 4540 1814 2994 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,13,5
5606 2179 5064 4253 2994 2360 5606 5372 2360 4540 1814 2994 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5402 5081 1425 5064 1508 1408 1390 3269 1363 1814 2994 3622 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,14,5
5402 5081 1425 5064 1508 1408 1390 3269 1363 1814 2994 3622 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2375 1408 3225 3270 1531 4869 90 1260 3374 90 3620 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,11,249
